Date,Day of week,Month,Season,Total Hospital Beds,Beds Occupied,Occupancy Rate (%),Daily Admissions,Daily Discharges,Emergency Admissions,ICU Admissions,Department,Public Holiday Indicator,Special Event Indicator,Staff Availability,Average Length of Stay,Year,net_bed_change
2020-09-06,Sunday,September,Autumn,368,287,77.99,94,90,48,4,Maternity,No,No,84,3.6,2020,4
2020-09-07,Monday,September,Autumn,199,183,91.96,43,50,21,5,Cardiology,Yes,No,85,6.7,2020,-7
2020-09-08,Tuesday,September,Autumn,274,194,70.8,89,92,26,4,Orthopedics,No,No,96,5.8,2020,-3
2020-09-09,Wednesday,September,Autumn,183,131,71.58,83,92,26,4,ICU,No,No,85,5.7,2020,-9
2020-09-10,Thursday,September,Autumn,317,231,72.87,104,113,45,8,Emergency,No,No,86,1.3,2020,-9
2020-09-11,Friday,September,Autumn,346,314,90.75,89,99,28,8,Emergency,No,No,92,2.3,2020,-10
2020-09-12,Saturday,September,Autumn,354,311,87.85,51,46,17,2,Emergency,No,No,98,0.6,2020,5
2020-09-13,Sunday,September,Autumn,284,190,66.9,63,48,27,8,Emergency,No,No,100,2.2,2020,15
2020-09-14,Monday,September,Autumn,425,280,65.88,115,115,29,12,ICU,No,No,99,5.7,2020,0
2020-09-15,Tuesday,September,Autumn,417,375,89.93,92,87,38,11,General Medicine,No,No,82,5.3,2020,5
2020-09-16,Wednesday,September,Autumn,295,230,77.97,55,49,22,6,Maternity,No,No,93,4.1,2020,6
2020-09-17,Thursday,September,Autumn,401,324,80.8,50,59,24,9,Cardiology,No,Yes,81,5.5,2020,-9
2020-09-18,Friday,September,Autumn,339,301,88.79,71,73,21,5,Pediatrics,No,No,96,7.0,2020,-2
2020-09-19,Saturday,September,Autumn,332,239,71.99,109,94,49,14,Pediatrics,No,No,93,2.2,2020,15
2020-09-20,Sunday,September,Autumn,399,303,75.94,33,39,14,5,Emergency,No,Yes,76,1.2,2020,-6
2020-09-21,Monday,September,Autumn,249,179,71.89,89,83,34,10,Maternity,No,No,91,4.5,2020,6
2020-09-22,Tuesday,September,Autumn,441,383,86.85,30,25,12,4,Maternity,No,No,91,2.5,2020,5
2020-09-23,Wednesday,September,Autumn,202,137,67.82,57,45,26,5,Orthopedics,Yes,No,78,4.1,2020,12
2020-09-24,Thursday,September,Autumn,322,228,70.81,111,118,45,14,Pediatrics,No,No,88,3.3,2020,-7
2020-09-25,Friday,September,Autumn,259,168,64.86,84,82,41,10,Orthopedics,No,No,93,5.2,2020,2
2020-09-26,Saturday,September,Autumn,392,368,93.88,64,64,27,8,ICU,No,No,83,8.4,2020,0
2020-09-27,Sunday,September,Autumn,385,277,71.95,40,25,14,5,Maternity,No,No,94,3.0,2020,15
2020-09-28,Monday,September,Autumn,438,354,80.82,33,34,18,5,ICU,No,No,90,8.7,2020,-1
2020-09-29,Tuesday,September,Autumn,364,316,86.81,25,23,11,2,Pediatrics,No,No,87,4.3,2020,2
2020-09-30,Wednesday,September,Autumn,309,203,65.7,31,23,9,1,Surgery,No,No,86,9.0,2020,8
2020-10-01,Thursday,October,Autumn,268,211,78.73,26,11,11,3,Orthopedics,No,No,95,4.0,2020,15
2020-10-02,Friday,October,Autumn,395,375,94.94,79,73,26,5,General Medicine,No,No,98,4.2,2020,6
2020-10-03,Saturday,October,Autumn,314,288,91.72,90,81,41,13,Cardiology,No,No,82,6.6,2020,9
2020-10-04,Sunday,October,Autumn,205,164,80.0,50,49,24,9,Maternity,No,No,94,2.3,2020,1
2020-10-05,Monday,October,Autumn,438,394,89.95,86,94,35,14,Maternity,Yes,Yes,71,3.7,2020,-8
2020-10-06,Tuesday,October,Autumn,213,157,73.71,87,75,29,12,Surgery,No,Yes,71,6.6,2020,12
2020-10-07,Wednesday,October,Autumn,222,184,82.88,54,60,24,7,Maternity,No,No,96,2.2,2020,-6
2020-10-08,Thursday,October,Autumn,198,138,69.7,99,107,28,12,Surgery,Yes,No,72,7.2,2020,-8
2020-10-09,Friday,October,Autumn,265,238,89.81,76,77,36,6,Maternity,No,No,88,2.8,2020,-1
2020-10-10,Saturday,October,Autumn,373,302,80.97,70,63,38,10,Maternity,No,No,91,4.4,2020,7
2020-10-11,Sunday,October,Autumn,424,373,87.97,111,105,60,7,General Medicine,No,Yes,92,3.9,2020,6
2020-10-12,Monday,October,Autumn,342,277,80.99,56,55,19,9,ICU,No,No,92,12.5,2020,1
2020-10-13,Tuesday,October,Autumn,407,288,70.76,106,98,47,8,Maternity,No,No,94,2.9,2020,8
2020-10-14,Wednesday,October,Autumn,357,235,65.83,34,43,18,6,Pediatrics,No,No,98,7.1,2020,-9
2020-10-15,Thursday,October,Autumn,309,281,90.94,46,44,12,8,ICU,No,No,96,8.7,2020,2
2020-10-16,Friday,October,Autumn,403,350,86.85,41,42,10,4,General Medicine,No,No,80,7.1,2020,-1
2020-10-17,Saturday,October,Autumn,276,201,72.83,52,56,23,2,Cardiology,No,No,85,2.6,2020,-4
2020-10-18,Sunday,October,Autumn,232,197,84.91,31,22,7,3,Orthopedics,No,No,95,2.7,2020,9
2020-10-19,Monday,October,Autumn,182,163,89.56,111,115,48,12,Surgery,No,Yes,73,3.6,2020,-4
2020-10-20,Tuesday,October,Autumn,416,386,92.79,28,38,11,4,Maternity,No,No,80,3.4,2020,-10
2020-10-21,Wednesday,October,Autumn,209,135,64.59,28,20,8,3,General Medicine,No,No,87,4.0,2020,8
2020-10-22,Thursday,October,Autumn,185,159,85.95,88,73,46,14,Maternity,No,No,92,2.1,2020,15
2020-10-23,Friday,October,Autumn,231,168,72.73,53,46,27,5,General Medicine,No,No,81,4.3,2020,7
2020-10-24,Saturday,October,Autumn,415,361,86.99,84,92,30,9,Surgery,No,No,84,7.9,2020,-8
2020-10-25,Sunday,October,Autumn,344,261,75.87,73,78,35,11,Pediatrics,No,No,90,2.3,2020,-5
2020-10-26,Monday,October,Autumn,341,225,65.98,42,47,13,7,ICU,No,No,99,10.0,2020,-5
2020-10-27,Tuesday,October,Autumn,239,224,93.72,95,92,28,5,ICU,No,No,97,8.1,2020,3
2020-10-28,Wednesday,October,Autumn,345,224,64.93,34,32,15,1,Surgery,No,No,98,6.2,2020,2
2020-10-29,Thursday,October,Autumn,351,249,70.94,52,47,13,6,Maternity,No,No,97,2.4,2020,5
2020-10-30,Friday,October,Autumn,284,218,76.76,71,75,28,10,Emergency,No,No,96,1.3,2020,-4
2020-10-31,Saturday,October,Autumn,410,311,75.85,106,92,42,8,Cardiology,No,No,98,4.5,2020,14
2020-11-01,Sunday,November,Autumn,228,182,79.82,98,105,24,14,General Medicine,No,No,97,4.7,2020,-7
2020-11-02,Monday,November,Autumn,320,275,85.94,96,100,29,5,Maternity,No,No,92,2.3,2020,-4
2020-11-03,Tuesday,November,Autumn,279,248,88.89,77,83,19,9,General Medicine,No,Yes,79,5.1,2020,-6
2020-11-04,Wednesday,November,Autumn,194,137,70.62,42,32,12,3,ICU,Yes,No,75,7.9,2020,10
2020-11-05,Thursday,November,Autumn,351,259,73.79,73,78,25,4,Emergency,No,No,80,2.1,2020,-5
2020-11-06,Friday,November,Autumn,184,128,69.57,80,89,23,12,Pediatrics,No,No,82,6.9,2020,-9
2020-11-07,Saturday,November,Autumn,264,221,83.71,82,84,40,8,Orthopedics,No,Yes,82,5.0,2020,-2
2020-11-08,Sunday,November,Autumn,185,149,80.54,25,32,8,1,Pediatrics,No,No,97,5.3,2020,-7
2020-11-09,Monday,November,Autumn,411,295,71.78,49,38,21,7,ICU,No,No,82,9.0,2020,11
2020-11-10,Tuesday,November,Autumn,330,277,83.94,36,44,10,1,Maternity,No,No,93,3.2,2020,-8
2020-11-11,Wednesday,November,Autumn,257,213,82.88,61,60,27,7,Emergency,No,No,80,1.8,2020,1
2020-11-12,Thursday,November,Autumn,353,324,91.78,107,115,31,18,Surgery,No,No,81,3.9,2020,-8
2020-11-13,Friday,November,Autumn,188,133,70.74,75,69,34,3,Emergency,No,Yes,83,0.7,2020,6
2020-11-14,Saturday,November,Autumn,247,187,75.71,48,51,14,3,General Medicine,No,No,87,4.2,2020,-3
2020-11-15,Sunday,November,Autumn,415,373,89.88,33,42,15,5,Cardiology,No,No,99,2.2,2020,-9
2020-11-16,Monday,November,Autumn,245,178,72.65,102,89,26,13,Cardiology,No,No,85,7.0,2020,13
2020-11-17,Tuesday,November,Autumn,198,150,75.76,36,39,19,3,Surgery,No,Yes,91,3.8,2020,-3
2020-11-18,Wednesday,November,Autumn,205,166,80.98,49,48,22,3,General Medicine,No,No,83,6.0,2020,1
2020-11-19,Thursday,November,Autumn,424,313,73.82,40,47,16,6,Surgery,No,No,82,4.8,2020,-7
2020-11-20,Friday,November,Autumn,342,324,94.74,91,95,28,6,General Medicine,No,Yes,82,2.1,2020,-4
2020-11-21,Saturday,November,Autumn,327,225,68.81,106,112,51,12,Cardiology,No,No,94,5.5,2020,-6
2020-11-22,Sunday,November,Autumn,386,304,78.76,25,11,10,1,Orthopedics,Yes,No,63,3.0,2020,14
2020-11-23,Monday,November,Autumn,296,210,70.95,25,34,11,4,Maternity,No,No,99,3.4,2020,-9
2020-11-24,Tuesday,November,Autumn,414,356,85.99,109,109,49,13,Orthopedics,No,No,91,5.1,2020,0
2020-11-25,Wednesday,November,Autumn,232,185,79.74,84,73,21,10,General Medicine,No,No,100,7.1,2020,11
2020-11-26,Thursday,November,Autumn,367,319,86.92,59,56,25,8,General Medicine,No,No,91,4.4,2020,3
2020-11-27,Friday,November,Autumn,403,261,64.76,93,88,27,15,Cardiology,No,No,97,5.2,2020,5
2020-11-28,Saturday,November,Autumn,186,167,89.78,80,65,44,7,ICU,No,No,92,11.8,2020,15
2020-11-29,Sunday,November,Autumn,232,187,80.6,99,96,51,15,Orthopedics,No,Yes,71,3.6,2020,3
2020-11-30,Monday,November,Autumn,189,147,77.78,80,83,35,12,Maternity,No,No,89,2.5,2020,-3
2020-12-01,Tuesday,December,Winter,383,271,70.76,93,97,35,8,Cardiology,No,No,98,4.0,2020,-4
2020-12-02,Wednesday,December,Winter,318,270,84.91,71,58,31,7,Cardiology,No,No,91,3.8,2020,13
2020-12-03,Thursday,December,Winter,327,268,81.96,60,59,26,8,Pediatrics,No,No,100,2.4,2020,1
2020-12-04,Friday,December,Winter,434,286,65.9,96,104,24,11,Pediatrics,No,No,96,2.7,2020,-8
2020-12-05,Saturday,December,Winter,370,284,76.76,56,42,22,8,ICU,No,No,97,9.9,2020,14
2020-12-06,Sunday,December,Winter,239,217,90.79,97,83,28,4,Maternity,No,No,91,3.2,2020,14
2020-12-07,Monday,December,Winter,261,219,83.91,56,49,20,2,Cardiology,No,Yes,83,3.2,2020,7
2020-12-08,Tuesday,December,Winter,292,224,76.71,76,82,25,8,Pediatrics,No,No,98,3.3,2020,-6
2020-12-09,Wednesday,December,Winter,398,326,81.91,106,94,44,16,Pediatrics,No,No,90,3.0,2020,12
2020-12-10,Thursday,December,Winter,317,250,78.86,59,54,18,9,Emergency,Yes,No,70,2.5,2020,5
2020-12-11,Friday,December,Winter,370,340,91.89,26,20,14,3,Cardiology,Yes,No,60,6.2,2020,6
2020-12-12,Saturday,December,Winter,264,216,81.82,55,45,28,9,Cardiology,No,No,91,3.8,2020,10
2020-12-13,Sunday,December,Winter,180,149,82.78,74,81,33,7,ICU,No,No,95,7.5,2020,-7
2020-12-14,Monday,December,Winter,437,380,86.96,49,56,21,7,Maternity,No,No,94,3.8,2020,-7
2020-12-15,Tuesday,December,Winter,183,155,84.7,69,65,28,5,General Medicine,No,No,91,5.9,2020,4
2020-12-16,Wednesday,December,Winter,252,189,75.0,90,82,34,11,Pediatrics,No,No,89,4.3,2020,8
2020-12-17,Thursday,December,Winter,440,360,81.82,59,51,20,10,Surgery,No,No,87,3.9,2020,8
2020-12-18,Friday,December,Winter,201,132,65.67,35,21,13,5,Surgery,No,No,92,6.0,2020,14
2020-12-19,Saturday,December,Winter,326,218,66.87,51,41,12,9,Orthopedics,No,No,88,3.4,2020,10
2020-12-20,Sunday,December,Winter,323,229,70.9,30,39,15,3,Pediatrics,No,No,99,5.4,2020,-9
2020-12-21,Monday,December,Winter,299,212,70.9,32,24,11,4,ICU,No,No,93,6.3,2020,8
2020-12-22,Tuesday,December,Winter,292,195,66.78,113,108,48,16,Surgery,No,No,81,5.5,2020,5
2020-12-23,Wednesday,December,Winter,262,227,86.64,75,69,19,3,Pediatrics,No,No,91,2.0,2020,6
2020-12-24,Thursday,December,Winter,259,191,73.75,49,52,22,6,General Medicine,No,No,92,3.7,2020,-3
2020-12-25,Friday,December,Winter,180,136,75.56,80,87,26,4,Orthopedics,No,No,84,4.2,2020,-7
2020-12-26,Saturday,December,Winter,216,194,89.81,99,107,51,7,ICU,No,No,93,7.1,2020,-8
2020-12-27,Sunday,December,Winter,295,197,66.78,61,62,23,7,Maternity,No,Yes,77,3.1,2020,-1
2020-12-28,Monday,December,Winter,287,186,64.81,109,98,51,8,Cardiology,No,No,80,2.3,2020,11
2020-12-29,Tuesday,December,Winter,387,325,83.98,80,84,36,14,General Medicine,No,No,99,7.0,2020,-4
2020-12-30,Wednesday,December,Winter,347,263,75.79,50,52,18,8,Emergency,No,No,84,0.7,2020,-2
2020-12-31,Thursday,December,Winter,402,309,76.87,55,49,28,4,Cardiology,No,No,85,3.3,2020,6
2021-01-01,Friday,January,Winter,445,387,86.97,77,86,26,9,General Medicine,No,No,86,2.0,2021,-9
2021-01-02,Saturday,January,Winter,434,325,74.88,68,61,32,10,Surgery,No,No,87,8.3,2021,7
2021-01-03,Sunday,January,Winter,411,287,69.83,89,97,30,12,Pediatrics,No,No,99,6.1,2021,-8
2021-01-04,Monday,January,Winter,256,243,94.92,61,71,31,5,Cardiology,No,Yes,85,6.6,2021,-10
2021-01-05,Tuesday,January,Winter,413,367,88.86,52,50,27,4,Maternity,No,No,90,3.7,2021,2
2021-01-06,Wednesday,January,Winter,387,263,67.96,85,94,46,6,Cardiology,No,No,85,5.0,2021,-9
2021-01-07,Thursday,January,Winter,267,176,65.92,34,32,16,6,ICU,No,No,89,6.6,2021,2
2021-01-08,Friday,January,Winter,278,227,81.65,50,59,17,9,Maternity,No,No,100,3.1,2021,-9
2021-01-09,Saturday,January,Winter,339,318,93.81,82,87,29,7,Maternity,No,No,82,1.8,2021,-5
2021-01-10,Sunday,January,Winter,396,372,93.94,90,91,44,4,ICU,No,No,92,8.8,2021,-1
2021-01-11,Monday,January,Winter,286,217,75.87,35,29,16,5,Emergency,No,No,95,0.7,2021,6
2021-01-12,Tuesday,January,Winter,193,177,91.71,42,33,23,4,Surgery,No,Yes,83,3.6,2021,9
2021-01-13,Wednesday,January,Winter,246,186,75.61,67,62,33,11,Pediatrics,No,No,89,3.6,2021,5
2021-01-14,Thursday,January,Winter,339,318,93.81,104,100,41,17,Pediatrics,No,No,87,6.8,2021,4
2021-01-15,Friday,January,Winter,202,185,91.58,33,23,12,2,Maternity,No,No,90,2.8,2021,10
2021-01-16,Saturday,January,Winter,366,263,71.86,106,97,53,5,General Medicine,No,No,100,6.9,2021,9
2021-01-17,Sunday,January,Winter,277,180,64.98,103,100,54,9,Cardiology,No,No,87,3.6,2021,3
2021-01-18,Monday,January,Winter,276,237,85.87,48,40,19,8,Emergency,No,No,97,2.5,2021,8
2021-01-19,Tuesday,January,Winter,235,192,81.7,51,54,28,8,Pediatrics,No,No,92,2.2,2021,-3
2021-01-20,Wednesday,January,Winter,228,191,83.77,95,100,39,17,Orthopedics,No,No,93,6.1,2021,-5
2021-01-21,Thursday,January,Winter,205,188,91.71,101,102,26,9,Surgery,No,No,92,8.4,2021,-1
2021-01-22,Friday,January,Winter,222,202,90.99,50,56,12,4,General Medicine,No,No,82,4.0,2021,-6
2021-01-23,Saturday,January,Winter,415,344,82.89,77,66,27,13,Pediatrics,No,No,81,6.6,2021,11
2021-01-24,Sunday,January,Winter,281,213,75.8,101,90,37,18,Surgery,No,No,87,4.1,2021,11
2021-01-25,Monday,January,Winter,203,190,93.6,99,85,38,7,General Medicine,No,No,80,3.0,2021,14
2021-01-26,Tuesday,January,Winter,398,262,65.83,103,92,31,11,General Medicine,No,No,89,3.0,2021,11
2021-01-27,Wednesday,January,Winter,291,224,76.98,106,116,30,15,Cardiology,No,No,82,2.6,2021,-10
2021-01-28,Thursday,January,Winter,181,139,76.8,110,119,54,16,Maternity,No,No,80,2.9,2021,-9
2021-01-29,Friday,January,Winter,358,332,92.74,43,36,12,7,Maternity,No,No,91,3.1,2021,7
2021-01-30,Saturday,January,Winter,420,285,67.86,85,72,40,9,Emergency,No,No,80,0.8,2021,13
2021-01-31,Sunday,January,Winter,199,153,76.88,92,95,39,5,Cardiology,No,No,93,4.0,2021,-3
2021-02-01,Monday,February,Winter,346,301,86.99,81,74,25,13,Maternity,No,No,82,3.9,2021,7
2021-02-02,Tuesday,February,Winter,416,307,73.8,27,25,10,2,General Medicine,No,No,90,3.4,2021,2
2021-02-03,Wednesday,February,Winter,396,300,75.76,54,57,23,4,ICU,Yes,No,85,6.0,2021,-3
2021-02-04,Thursday,February,Winter,393,259,65.9,106,106,37,13,ICU,No,No,91,13.5,2021,0
2021-02-05,Friday,February,Winter,228,157,68.86,104,97,33,7,Orthopedics,No,No,82,6.6,2021,7
2021-02-06,Saturday,February,Winter,376,289,76.86,94,92,47,9,Cardiology,No,No,90,4.1,2021,2
2021-02-07,Sunday,February,Winter,229,217,94.76,111,121,42,11,Cardiology,No,No,90,4.3,2021,-10
2021-02-08,Monday,February,Winter,360,266,73.89,91,92,35,15,Surgery,No,No,94,9.0,2021,-1
2021-02-09,Tuesday,February,Winter,268,217,80.97,82,67,32,14,Surgery,No,No,97,5.6,2021,15
2021-02-10,Wednesday,February,Winter,294,249,84.69,55,62,17,8,Cardiology,No,No,85,2.1,2021,-7
2021-02-11,Thursday,February,Winter,327,274,83.79,27,35,14,2,Pediatrics,No,No,86,2.0,2021,-8
2021-02-12,Friday,February,Winter,448,344,76.79,89,78,38,6,Orthopedics,No,No,81,6.2,2021,11
2021-02-13,Saturday,February,Winter,331,238,71.9,94,83,45,7,General Medicine,No,No,80,6.8,2021,11
2021-02-14,Sunday,February,Winter,330,254,76.97,75,62,23,5,Surgery,No,No,93,5.8,2021,13
2021-02-15,Monday,February,Winter,327,248,75.84,73,70,21,8,Cardiology,No,Yes,86,2.8,2021,3
2021-02-16,Tuesday,February,Winter,343,322,93.88,53,43,26,2,General Medicine,No,No,83,3.0,2021,10
2021-02-17,Wednesday,February,Winter,278,214,76.98,115,113,48,14,Orthopedics,No,No,82,4.1,2021,2
2021-02-18,Thursday,February,Winter,403,362,89.83,25,10,10,4,Pediatrics,No,No,96,6.1,2021,15
2021-02-19,Friday,February,Winter,318,254,79.87,50,52,27,2,Pediatrics,No,No,100,7.3,2021,-2
2021-02-20,Saturday,February,Winter,250,235,94.0,47,46,14,2,Pediatrics,No,No,80,5.0,2021,1
2021-02-21,Sunday,February,Winter,271,243,89.67,44,32,18,6,Cardiology,Yes,No,76,3.7,2021,12
2021-02-22,Monday,February,Winter,355,252,70.99,78,70,41,14,Orthopedics,No,No,91,3.5,2021,8
2021-02-23,Tuesday,February,Winter,253,194,76.68,33,39,14,2,Emergency,No,No,85,0.7,2021,-6
2021-02-24,Wednesday,February,Winter,257,221,85.99,72,61,30,8,Emergency,No,No,85,1.3,2021,11
2021-02-25,Thursday,February,Winter,371,281,75.74,93,87,29,7,Surgery,Yes,No,62,4.5,2021,6
2021-02-26,Friday,February,Winter,279,245,87.81,98,93,39,8,General Medicine,No,Yes,79,3.8,2021,5
2021-02-27,Saturday,February,Winter,252,181,71.83,91,85,33,14,Orthopedics,Yes,No,81,4.9,2021,6
2021-02-28,Sunday,February,Winter,342,311,90.94,52,47,16,6,Orthopedics,No,No,81,4.8,2021,5
2021-03-01,Monday,March,Spring,374,254,67.91,49,35,23,7,Cardiology,No,No,95,7.1,2021,14
2021-03-02,Tuesday,March,Spring,253,172,67.98,103,94,30,14,Maternity,No,Yes,90,3.7,2021,9
2021-03-03,Wednesday,March,Spring,247,190,76.92,79,78,40,8,Surgery,No,No,99,7.4,2021,1
2021-03-04,Thursday,March,Spring,446,374,83.86,57,51,23,8,General Medicine,No,No,93,7.4,2021,6
2021-03-05,Friday,March,Spring,198,130,65.66,63,52,29,6,General Medicine,No,No,96,2.0,2021,11
2021-03-06,Saturday,March,Spring,198,166,83.84,115,111,49,20,Orthopedics,No,Yes,73,6.0,2021,4
2021-03-07,Sunday,March,Spring,231,187,80.95,52,50,22,8,ICU,No,No,87,11.3,2021,2
2021-03-08,Monday,March,Spring,199,143,71.86,82,78,28,13,Orthopedics,No,No,83,4.4,2021,4
2021-03-09,Tuesday,March,Spring,427,303,70.96,26,22,10,2,Surgery,No,No,90,8.7,2021,4
2021-03-10,Wednesday,March,Spring,292,242,82.88,107,107,48,7,Emergency,No,No,81,2.4,2021,0
2021-03-11,Thursday,March,Spring,357,239,66.95,74,67,26,12,Orthopedics,No,No,91,5.5,2021,7
2021-03-12,Friday,March,Spring,400,368,92.0,91,92,43,4,Pediatrics,No,No,80,2.4,2021,-1
2021-03-13,Saturday,March,Spring,235,211,89.79,49,40,25,8,Cardiology,No,No,94,3.9,2021,9
2021-03-14,Sunday,March,Spring,241,214,88.8,44,45,22,3,Maternity,No,No,95,2.9,2021,-1
2021-03-15,Monday,March,Spring,431,400,92.81,72,77,34,11,Cardiology,No,No,89,2.9,2021,-5
2021-03-16,Tuesday,March,Spring,181,126,69.61,78,88,23,9,ICU,No,No,93,7.7,2021,-10
2021-03-17,Wednesday,March,Spring,289,213,73.7,65,66,21,9,Emergency,No,No,93,1.2,2021,-1
2021-03-18,Thursday,March,Spring,382,248,64.92,62,65,33,9,Cardiology,No,No,94,3.7,2021,-3
2021-03-19,Friday,March,Spring,293,222,75.77,73,68,34,8,General Medicine,No,No,83,6.6,2021,5
2021-03-20,Saturday,March,Spring,230,188,81.74,32,27,10,3,General Medicine,No,No,99,2.7,2021,5
2021-03-21,Sunday,March,Spring,189,134,70.9,51,60,14,5,Orthopedics,No,No,96,5.9,2021,-9
2021-03-22,Monday,March,Spring,441,348,78.91,80,85,35,13,General Medicine,No,No,91,4.9,2021,-5
2021-03-23,Tuesday,March,Spring,303,203,67.0,40,49,10,2,Cardiology,No,No,91,2.1,2021,-9
2021-03-24,Wednesday,March,Spring,342,253,73.98,103,91,41,17,Emergency,No,No,92,0.8,2021,12
2021-03-25,Thursday,March,Spring,211,173,81.99,91,92,27,14,Orthopedics,No,No,99,2.2,2021,-1
2021-03-26,Friday,March,Spring,374,336,89.84,49,41,23,5,Orthopedics,No,No,92,5.9,2021,8
2021-03-27,Saturday,March,Spring,331,231,69.79,63,54,27,9,General Medicine,No,No,94,5.3,2021,9
2021-03-28,Sunday,March,Spring,401,340,84.79,112,110,29,14,Cardiology,Yes,No,84,4.1,2021,2
2021-03-29,Monday,March,Spring,202,179,88.61,99,95,39,4,Emergency,No,No,81,1.4,2021,4
2021-03-30,Tuesday,March,Spring,447,339,75.84,58,50,19,4,ICU,No,No,92,5.9,2021,8
2021-03-31,Wednesday,March,Spring,307,248,80.78,37,45,10,3,Surgery,No,No,89,8.8,2021,-8
2021-04-01,Thursday,April,Spring,377,343,90.98,61,51,26,3,Orthopedics,No,No,82,5.0,2021,10
2021-04-02,Friday,April,Spring,183,129,70.49,115,113,38,20,General Medicine,No,No,88,3.0,2021,2
2021-04-03,Saturday,April,Spring,446,338,75.78,102,101,50,17,Pediatrics,No,No,91,3.6,2021,1
2021-04-04,Sunday,April,Spring,370,240,64.86,26,33,9,3,ICU,No,No,82,11.6,2021,-7
2021-04-05,Monday,April,Spring,392,341,86.99,66,66,21,9,Orthopedics,No,No,90,2.5,2021,0
2021-04-06,Tuesday,April,Spring,351,266,75.78,71,70,18,4,ICU,No,No,89,10.8,2021,1
2021-04-07,Wednesday,April,Spring,423,308,72.81,40,39,18,7,General Medicine,No,No,100,6.1,2021,1
2021-04-08,Thursday,April,Spring,388,333,85.82,36,26,18,6,Orthopedics,No,No,90,2.3,2021,10
2021-04-09,Friday,April,Spring,338,277,81.95,79,84,23,9,Orthopedics,No,No,100,3.4,2021,-5
2021-04-10,Saturday,April,Spring,372,342,91.94,70,62,21,5,Orthopedics,No,No,85,6.3,2021,8
2021-04-11,Sunday,April,Spring,238,199,83.61,57,46,20,4,Surgery,No,No,93,6.8,2021,11
2021-04-12,Monday,April,Spring,182,129,70.88,85,92,26,9,Orthopedics,No,No,81,2.8,2021,-7
2021-04-13,Tuesday,April,Spring,222,159,71.62,47,43,17,4,ICU,No,No,88,13.1,2021,4
2021-04-14,Wednesday,April,Spring,351,242,68.95,43,43,13,6,Surgery,No,No,95,5.4,2021,0
2021-04-15,Thursday,April,Spring,376,334,88.83,104,89,49,17,ICU,No,No,93,12.0,2021,15
2021-04-16,Friday,April,Spring,340,227,66.76,70,62,17,9,Orthopedics,No,No,82,5.6,2021,8
2021-04-17,Saturday,April,Spring,354,315,88.98,59,55,18,8,Cardiology,No,No,94,4.5,2021,4
2021-04-18,Sunday,April,Spring,356,238,66.85,89,91,39,6,Cardiology,No,No,90,5.7,2021,-2
2021-04-19,Monday,April,Spring,317,275,86.75,87,87,45,7,Cardiology,No,No,83,2.6,2021,0
2021-04-20,Tuesday,April,Spring,182,131,71.98,82,82,37,5,General Medicine,No,No,87,5.9,2021,0
2021-04-21,Wednesday,April,Spring,371,263,70.89,72,78,38,12,Cardiology,No,No,89,4.5,2021,-6
2021-04-22,Thursday,April,Spring,405,315,77.78,90,77,41,8,Maternity,Yes,No,67,3.2,2021,13
2021-04-23,Friday,April,Spring,408,350,85.78,40,33,11,7,Emergency,No,No,99,2.2,2021,7
2021-04-24,Saturday,April,Spring,447,357,79.87,50,41,27,2,Pediatrics,No,No,87,3.9,2021,9
2021-04-25,Sunday,April,Spring,201,148,73.63,97,105,39,4,Surgery,No,No,88,7.1,2021,-8
2021-04-26,Monday,April,Spring,366,289,78.96,97,91,49,15,General Medicine,No,No,82,5.5,2021,6
2021-04-27,Tuesday,April,Spring,329,282,85.71,99,86,29,17,Pediatrics,No,No,90,6.1,2021,13
2021-04-28,Wednesday,April,Spring,240,160,66.67,93,90,36,4,Cardiology,No,No,83,5.9,2021,3
2021-04-29,Thursday,April,Spring,445,369,82.92,76,86,26,5,ICU,No,No,86,7.2,2021,-10
2021-04-30,Friday,April,Spring,361,321,88.92,29,29,12,4,Cardiology,No,No,92,4.9,2021,0
2021-05-01,Saturday,May,Spring,375,303,80.8,30,16,14,1,Emergency,No,No,84,1.0,2021,14
2021-05-02,Sunday,May,Spring,266,218,81.95,114,123,53,8,Surgery,No,No,100,4.7,2021,-9
2021-05-03,Monday,May,Spring,214,149,69.63,35,28,14,4,General Medicine,No,Yes,78,3.2,2021,7
2021-05-04,Tuesday,May,Spring,385,265,68.83,96,106,48,9,Orthopedics,No,No,88,3.0,2021,-10
2021-05-05,Wednesday,May,Spring,217,141,64.98,58,43,21,9,Emergency,No,No,85,1.1,2021,15
2021-05-06,Thursday,May,Spring,223,209,93.72,46,55,12,3,Emergency,No,No,80,0.5,2021,-9
2021-05-07,Friday,May,Spring,298,223,74.83,104,114,34,11,Emergency,No,No,81,1.3,2021,-10
2021-05-08,Saturday,May,Spring,221,205,92.76,104,107,56,8,Maternity,No,No,86,3.8,2021,-3
2021-05-09,Sunday,May,Spring,430,365,84.88,104,111,46,9,Orthopedics,No,No,82,2.3,2021,-7
2021-05-10,Monday,May,Spring,180,126,70.0,88,78,24,9,Surgery,No,No,88,7.4,2021,10
2021-05-11,Tuesday,May,Spring,387,352,90.96,113,101,44,8,Emergency,No,No,99,2.5,2021,12
